141.346875,146.9411,136.322425,129.21145
137.890325,158.4434,127.852475,113.59625
146.936625,149.649225,145.423725,147.898425
153.095825,154.28755,113.306325,114.527025
166.58205,139.5856,134.0589,132.718825
156.190475,147.503175,118.71995,124.13335
128.541675,140.768825,104.876575,115.86245
141.350525,132.003825,125.30465,107.526875
125.47675,123.877775,103.547425,116.74255
144.95105,139.21255,109.020525,128.5915
138.594975,142.9027,129.708175,132.915425
160.792375,125.577375,122.94725,134.0368
163.90715,153.461225,149.54375,112.88345
145.815225,150.892125,131.286325,133.3697
140.34165,137.5013,118.11395,110.0301
135.4757,136.035275,116.894975,107.79965
136.1266,141.71245,110.015325,110.75535
144.22755,149.970225,118.366275,118.382325
139.81775,143.2633,122.47435,123.59575
132.37145,142.607125,116.260075,123.4248
